driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
postgres,connection filter on edge property,exec,2950.0,1504.9979661016948,1351.5,747.2270755742709,0.496497066710175,490.0,2562.2999999999997,2702.5499999999997,2920.0199999999995,3474.0
mongo,connection filter on edge property,total,2950.0,6398.933898305085,4040.0,5564.427601812445,0.8695866671300231,814.0,14866.2,15656.499999999996,16636.04,22306.0
neo4j,connection filter on edge property,total,2950.0,5771.1396610169495,3561.5,4602.956250899785,0.7975818505991041,1167.0,13231.3,13780.0,14971.809999999992,19858.0
postgres,connection filter on edge property,total,2949.0,1581.4337063411326,1440.0,740.4826221234051,0.46823500672476176,558.0,2629.0,2771.0,2983.56,3542.0
mongo,connection filter on far node,build,2948.0,1030.046472184532,617.0,911.875697464203,0.885276268681634,123.0,2344.3,2594.3,3069.0,4560.0
neo4j,connection filter on far node,build,2750.0,10.787272727272727,11.0,1.7252700555110982,0.15993570378073554,7.0,13.0,14.0,15.0,15.0
postgres,connection filter on far node,build,2719.0,54.45457888929754,49.0,15.485141356485151,0.28436803061071125,29.0,77.0,85.0,100.82000000000016,105.0
mongo,connection filter on far node,exec,2950.0,6874.126101694916,3905.5,6446.494084912028,0.9377910718458526,626.0,16371.3,17000.0,18286.92999999999,20867.0
neo4j,connection filter on far node,exec,2944.0,2354.438858695652,2134.5,831.7958181204482,0.3532883493866811,934.0,3501.100000000001,3722.7,4157.0,5406.0
postgres,connection filter on far node,exec,2950.0,1873.8572881355933,1442.0,1249.7561833313498,0.6669430971313739,447.0,3668.0,3812.5499999999997,4307.629999999997,5678.0
mongo,connection filter on far node,total,2950.0,7908.110169491525,4562.5,7332.167420723479,0.927170621498173,768.0,18661.1,19384.749999999993,20703.649999999998,24300.0
neo4j,connection filter on far node,total,2944.0,2366.2934782608695,2145.5,832.4731969626147,0.35180471256441487,944.0,3514.4000000000005,3734.5499999999997,4170.57,5418.0
postgres,connection filter on far node,total,2950.0,1934.4454237288135,1517.5,1245.062348035702,0.6436275393263537,501.0,3713.1,3862.0,4365.159999999996,5750.0
mongo,connection get one by id,build,2908.0,65.86760660247593,63.0,14.771694831490608,0.22426342163365243,29.0,88.0,93.0,103.0,110.0
neo4j,connection get one by id,build,2904.0,11.037190082644628,11.0,2.6142501107260308,0.23685830280632703,4.0,15.0,16.0,18.0,19.0
postgres,connection get one by id,build,2613.0,41.19747416762342,40.0,6.15385010430404,0.14937445143518713,26.0,50.0,54.0,60.0,62.0
