run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
4;collection collect all;mongo;100;1;0;exec;31;2590
4;collection collect all;mongo;100;1;0;total;31;5518
4;collection collect all;neo4j;100;1;0;build;31;70
4;collection collect all;neo4j;100;1;0;exec;31;9984
4;collection collect all;neo4j;100;1;0;total;31;10054
4;collection collect all;postgres;100;1;0;build;32;235
4;collection collect all;postgres;100;1;0;exec;32;1084
4;collection collect all;postgres;100;1;0;total;32;1319
4;collection collect all;mongo;100;1;0;build;32;2552
4;collection collect all;mongo;100;1;0;exec;32;2212
4;collection collect all;mongo;100;1;0;total;32;4764
4;collection collect all;neo4j;100;1;0;build;32;54
4;collection collect all;neo4j;100;1;0;exec;32;9074
4;collection collect all;neo4j;100;1;0;total;32;9128
4;collection collect all;postgres;100;1;0;build;33;129
4;collection collect all;postgres;100;1;0;exec;33;777
4;collection collect all;postgres;100;1;0;total;33;906
4;collection collect all;mongo;100;1;0;build;33;2594
4;collection collect all;mongo;100;1;0;exec;33;2216
4;collection collect all;mongo;100;1;0;total;33;4811
4;collection collect all;neo4j;100;1;0;build;33;61
4;collection collect all;neo4j;100;1;0;exec;33;13633
4;collection collect all;neo4j;100;1;0;total;33;13695
4;collection collect all;postgres;100;1;0;build;34;174
4;collection collect all;postgres;100;1;0;exec;34;1105
4;collection collect all;postgres;100;1;0;total;34;1279
4;collection collect all;mongo;100;1;0;build;34;2305
4;collection collect all;mongo;100;1;0;exec;34;1954
4;collection collect all;mongo;100;1;0;total;34;4260
4;collection collect all;neo4j;100;1;0;build;34;51
4;collection collect all;neo4j;100;1;0;exec;34;8728
4;collection collect all;neo4j;100;1;0;total;34;8779
4;collection collect all;postgres;100;1;0;build;35;107
4;collection collect all;postgres;100;1;0;exec;35;1145
4;collection collect all;postgres;100;1;0;total;35;1253
4;collection collect all;mongo;100;1;0;build;35;2587
4;collection collect all;mongo;100;1;0;exec;35;2231
4;collection collect all;mongo;100;1;0;total;35;4818
4;collection collect all;neo4j;100;1;0;build;35;60
4;collection collect all;neo4j;100;1;0;exec;35;8522
4;collection collect all;neo4j;100;1;0;total;35;8582
