collection_size;result_size
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;4
100;0
100;1
100;0
100;0
100;0
100;0
100;0
100;0
100;2
100;0
100;0
100;0
100;0
100;4
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;1
100;0
100;0
100;0
100;0
100;3
100;1
100;0
100;0
100;0
100;0
100;0
100;4
100;0
100;0
100;31
100;0
100;0
100;0
100;52
100;0
100;22
100;0
100;0
100;21
100;21
100;0
100;31
100;25
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;38
100;0
100;22
100;6
100;0
100;0
100;0
100;3
100;32
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;1
100;0
100;0
100;25
100;8
100;4
100;8
100;28
100;24
100;33
100;639
100;46
100;55
100;148
100;167
100;190
100;147
100;166
100;181
100;79
100;549
100;640
100;662
100;160
100;64
100;753
100;81
100;408
100;625
100;809
100;839
100;134
100;175
100;240
100;29
100;64
100;160
100;27
100;156
100;668
100;10
100;73
100;307
100;102
100;611
100;252
