form_id;collectionSize;actual_fastest;actual_fastest_duration;n_drivers_compared;ml_predicted_fastest;ml_pred_duration_postgres;ml_pred_duration_mongo;ml_pred_duration_neo4j;majority_predicted
4937627862133058739;1000;postgres;2922.277777777778;3;neo4j;2495.0464795912567;6943.366155469157;1896.6117638938729;neo4j
5389850693796701204;3000;neo4j;2559.5602678571427;3;neo4j;4210.088974040251;8371.109725060513;2030.4779291655225;neo4j
5500536538076759562;100;neo4j;1564.3184855233853;3;neo4j;2686.426238044248;7803.468222788972;2025.168438513453;neo4j
5765871667095525341;500;neo4j;2148.988864142539;3;neo4j;3200.2512545699665;8003.679726449953;2049.4210474281895;neo4j
5819340622713286740;3000;neo4j;2869.7946428571427;3;neo4j;4605.979954229687;10467.383682798205;2228.7793097488757;neo4j
6035569127364925393;100;neo4j;1556.234693877551;3;postgres;1344.7640904234922;2357.6107600764594;1354.3022572164537;neo4j
6035569127364925393;500;neo4j;1438.725971370143;3;neo4j;1471.75703416965;2464.2572315560724;1367.5214767688044;neo4j
6035569127364925393;3000;neo4j;1313.957011258956;3;neo4j;2265.462932583138;3130.7976783036556;1450.1415989709963;neo4j
6035569127364925393;9000;neo4j;1277.3849287169044;3;neo4j;4170.357088775509;4730.494750497854;1648.4298922562566;neo4j
6035569127364925393;15000;neo4j;1265.2953156822812;3;neo4j;6075.251244967878;6330.1918226920525;1846.718185541517;neo4j
6039915015557696696;9000;neo4j;1312.4855233853007;3;neo4j;4242.122462705026;4622.734079433435;1602.4038564608752;neo4j
6449890693743718550;3000;neo4j;1448.8278008298755;3;neo4j;3444.9225614476454;3227.7603379095276;1351.1220875738202;neo4j
6449890693743718550;9000;neo4j;1354.3150259067359;3;neo4j;5349.816717640016;4827.457410103727;1549.4103808590808;neo4j
6944619809665527286;1000;neo4j;1880.5957671957672;3;neo4j;2607.6737546787726;8770.71170738885;2115.48226129372;neo4j
7559034564390017530;500;neo4j;1647.7889344262296;3;neo4j;3455.265679379488;8588.742039219884;2074.3724464164598;neo4j
7559034564390017530;1000;neo4j;1804.0429447852762;3;neo4j;3614.006859062186;8722.050128569399;2090.8964708568983;neo4j
7559034564390017530;3000;neo4j;2949.548353909465;3;neo4j;4248.971577792976;9255.282485967467;2156.9925686186516;neo4j
7609587362145515038;100;neo4j;1436.5228215767636;3;neo4j;1720.1893537590736;1633.5970298222276;1128.9288517312891;neo4j
7609587362145515038;15000;neo4j;1433.9006211180124;3;neo4j;6450.67650830346;5606.17809243782;1621.3447800563524;neo4j
