driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
neo4j,very deep sub collection all only,exec,936.0,2161.869658119658,2129.5,288.79994759485686,0.13358804797049978,1603.0,2536.5,2656.0,2897.7999999999997,3027.0
postgres,very deep sub collection all only,exec,826.0,847.6186440677966,832.5,57.99240151774699,0.06841803436441221,747.0,919.5,969.5,1031.0,1046.0
mongo,very deep sub collection all only,total,929.0,3899.769644779333,3832.0,326.0093786729763,0.0835970860764581,3267.0,4367.2,4516.0,4745.16,4824.0
neo4j,very deep sub collection all only,total,936.0,2169.878205128205,2136.5,288.84966412591166,0.13311791576285512,1610.0,2546.5,2666.25,2905.7999999999997,3034.0
postgres,very deep sub collection all only,total,844.0,898.2203791469194,886.5,71.63999069983004,0.07975769907143476,776.0,992.7,1044.0,1113.7099999999998,1142.0
mongo,very deep sub collection filter all only,build,2948.0,1095.746947082768,746.5,736.8322980850971,0.6724475026344199,363.0,2186.0,2317.0,2647.53,4074.0
neo4j,very deep sub collection filter all only,build,2717.0,8.777695988222304,9.0,0.5844475435031571,0.06658325194759017,7.0,9.0,10.0,10.0,10.0
postgres,very deep sub collection filter all only,build,2938.0,51.18652144315861,40.0,17.772344898466283,0.3472075147400286,33.0,75.0,87.0,96.0,119.0
mongo,very deep sub collection filter all only,exec,2950.0,8123.275254237288,5512.0,6173.462372317966,0.7599720776539912,1807.0,16956.0,17466.199999999997,18481.009999999987,20328.0
neo4j,very deep sub collection filter all only,exec,2938.0,3603.1147038801905,2628.0,2202.2036536980822,0.6111944344504302,1191.0,6611.0,6900.700000000002,8046.710000000002,13057.0
postgres,very deep sub collection filter all only,exec,2950.0,2231.747457627119,1552.5,1461.0884132237427,0.6546835791076598,721.0,4297.0,4443.199999999999,4772.0,5689.0
mongo,very deep sub collection filter all only,total,2950.0,9221.921355932203,6275.5,6889.256778706618,0.7470522153471795,2173.0,19075.7,19537.649999999998,20536.649999999998,22767.0
neo4j,very deep sub collection filter all only,total,2938.0,3613.026548672566,2639.0,2202.3449382597587,0.6095568102229708,1200.0,6620.3,6911.550000000001,8057.600000000002,13066.0
postgres,very deep sub collection filter all only,total,2950.0,2283.975593220339,1615.5,1467.0020784176227,0.6423019942823437,758.0,4358.1,4501.549999999999,4841.099999999998,5761.0
mongo,very deep sub collection id in list,build,2666.0,362.5720180045011,363.0,27.33827199002895,0.07540094279887193,291.0,398.0,410.0,435.0,447.0
neo4j,very deep sub collection id in list,build,2652.0,14.890648567119156,15.0,0.9077162169233807,0.06095881000964309,12.0,16.0,16.0,18.0,19.0
postgres,very deep sub collection id in list,build,2319.0,72.22121604139716,69.0,8.526351483276864,0.11805881914795736,61.0,81.0,87.0,111.0,121.0
mongo,very deep sub collection id in list,exec,2934.0,2198.9815950920247,2198.5,324.3781057258712,0.14751287889351178,1466.0,2619.0,2734.7,2945.3600000000006,3126.0
neo4j,very deep sub collection id in list,exec,2915.0,1712.608576329331,1695.0,213.75694378827743,0.1248136595499405,1305.0,2002.0,2082.2999999999997,2270.1600000000008,2379.0
postgres,very deep sub collection id in list,exec,2950.0,2544.7484745762713,1881.5,1550.927358781535,0.6094619465445525,868.0,4678.0,4806.549999999999,5272.099999999998,6042.0
mongo,very deep sub collection id in list,total,2927.0,2578.6019815510763,2580.0,338.5826047138287,0.13130471749275746,1811.0,3025.0,3134.7,3371.0,3535.0
neo4j,very deep sub collection id in list,total,2915.0,1729.0181818181818,1712.0,213.7755993463635,0.12363987932247406,1320.0,2018.0,2101.0,2286.020000000001,2395.0
postgres,very deep sub collection id in list,total,2950.0,2631.795254237288,1969.0,1545.120945413584,0.5870977018162343,934.0,4762.0,4903.549999999999,5357.789999999994,6125.0
mongo,very deep sub collection id in list only,build,2809.0,328.14880740477037,342.0,50.76149399861865,0.1546904722893127,215.0,382.0,399.5999999999999,458.7600000000002,491.0
neo4j,very deep sub collection id in list only,build,2606.0,14.301611665387567,14.0,0.6142683587071535,0.04295098853745216,13.0,15.0,15.0,16.0,16.0
postgres,very deep sub collection id in list only,build,2416.0,41.47475165562914,40.0,4.358018233058003,0.10507641538744482,33.0,48.0,52.0,57.0,64.0
mongo,very deep sub collection id in list only,exec,2917.0,2166.455262255742,2136.0,272.9310093688091,0.1259804502423141,1513.0,2537.0,2634.2,2802.84,2953.0
